sequenceid,subjectid,eye,sensorid,contacts
06017d4193,nd1S06017,Right,nd1N00074,T
06017d4196,nd1S06017,Right,nd1N00074,T
06017d4202,nd1S06017,Left,nd1N00074,T
06017d4204,nd1S06017,Left,nd1N00074,T
06017d4207,nd1S06017,Left,nd1N00074,T
06017d4210,nd1S06017,Left,nd1N00074,T
06017d4212,nd1S06017,Left,nd1N00074,T
06017d4213,nd1S06017,Left,nd1N00074,T
06017d4216,nd1S06017,Left,nd1N00074,T
06017d4217,nd1S06017,Left,nd1N00074,T
06017d4220,nd1S06017,Left,nd1N00074,T
06017d4221,nd1S06017,Left,nd1N00074,T
06017d4225,nd1S06017,Left,nd1N00074,T
06017d4228,nd1S06017,Left,nd1N00074,T
06017d4232,nd1S06017,Left,nd1N00074,T
06017d4234,nd1S06017,Left,nd1N00074,T
06017d4235,nd1S06017,Left,nd1N00074,T
06017d4238,nd1S06017,Left,nd1N00074,T
06017d4239,nd1S06017,Left,nd1N00074,T
06017d4240,nd1S06017,Left,nd1N00074,T
06017d4242,nd1S06017,Left,nd1N00074,T
06017d4243,nd1S06017,Left,nd1N00074,T
06017d4244,nd1S06017,Left,nd1N00074,T
06017d4247,nd1S06017,Left,nd1N00074,T
06017d4248,nd1S06017,Left,nd1N00074,T
06017d4251,nd1S06017,Left,nd1N00074,T
06017d4252,nd1S06017,Left,nd1N00074,T
06017d4253,nd1S06017,Left,nd1N00074,T
06017d4256,nd1S06017,Left,nd1N00074,T
06017d4257,nd1S06017,Left,nd1N00074,T
06017d4258,nd1S06017,Left,nd1N00074,T
06017d4260,nd1S06017,Left,nd1N00074,T
06017d4261,nd1S06017,Left,nd1N00074,T
06017d4265,nd1S06017,Left,nd1N00074,T
06017d4266,nd1S06017,Left,nd1N00074,T
06017d4267,nd1S06017,Left,nd1N00074,T
06017d4268,nd1S06017,Left,nd1N00074,T
06017d4270,nd1S06017,Left,nd1N00074,T
06017d4271,nd1S06017,Left,nd1N00074,T
06017d4272,nd1S06017,Left,nd1N00074,T
06017d4275,nd1S06017,Left,nd1N00074,T
06017d4277,nd1S06017,Left,nd1N00074,T
06017d4281,nd1S06017,Right,nd1N00074,T
06017d4284,nd1S06017,Right,nd1N00074,T
06017d4285,nd1S06017,Right,nd1N00074,T
06017d4286,nd1S06017,Right,nd1N00074,T
06017d4287,nd1S06017,Right,nd1N00074,T
06017d4288,nd1S06017,Right,nd1N00074,T
06017d4289,nd1S06017,Right,nd1N00074,T
06017d4291,nd1S06017,Right,nd1N00074,T
06017d4293,nd1S06017,Right,nd1N00074,T
06017d4294,nd1S06017,Right,nd1N00074,T
06017d4296,nd1S06017,Right,nd1N00074,T
06017d4297,nd1S06017,Right,nd1N00074,T
06017d4300,nd1S06017,Right,nd1N00074,T
06017d4301,nd1S06017,Right,nd1N00074,T
06017d4303,nd1S06017,Right,nd1N00074,T
06017d4305,nd1S06017,Right,nd1N00074,T
06017d4306,nd1S06017,Right,nd1N00074,T
06017d4308,nd1S06017,Right,nd1N00074,T
06017d4309,nd1S06017,Right,nd1N00074,T
06017d4310,nd1S06017,Right,nd1N00074,T
06017d4311,nd1S06017,Right,nd1N00074,T
06017d4313,nd1S06017,Right,nd1N00074,T
06017d4314,nd1S06017,Right,nd1N00074,T
06017d4316,nd1S06017,Right,nd1N00074,T
06017d4317,nd1S06017,Right,nd1N00074,T
06017d4320,nd1S06017,Right,nd1N00074,T
06017d4323,nd1S06017,Right,nd1N00074,T
06017d4324,nd1S06017,Right,nd1N00074,T
06017d4325,nd1S06017,Right,nd1N00074,T
06017d4326,nd1S06017,Right,nd1N00074,T
06017d4327,nd1S06017,Right,nd1N00074,T
06017d4330,nd1S06017,Right,nd1N00074,T
06017d4331,nd1S06017,Right,nd1N00074,T
06017d4332,nd1S06017,Right,nd1N00074,T
06017d4333,nd1S06017,Right,nd1N00074,T
06017d4334,nd1S06017,Right,nd1N00074,T
06017d4335,nd1S06017,Right,nd1N00074,T
06017d4336,nd1S06017,Right,nd1N00074,T
06017d4338,nd1S06017,Right,nd1N00074,T
06017d4339,nd1S06017,Right,nd1N00074,T
06017d4341,nd1S06017,Right,nd1N00074,T
06017d4344,nd1S06017,Right,nd1N00074,T
06017d4346,nd1S06017,Right,nd1N00074,T
06017d4348,nd1S06017,Right,nd1N00074,T
06017d4349,nd1S06017,Right,nd1N00074,T
06017d4352,nd1S06017,Right,nd1N00074,T
06017d4353,nd1S06017,Right,nd1N00074,T
06017d4355,nd1S06017,Right,nd1N00074,T
06017d4357,nd1S06017,Right,nd1N00074,T
06017d4359,nd1S06017,Right,nd1N00074,T
06017d6391,nd1S06017,Left,nd1N00074,T
06017d6393,nd1S06017,Left,nd1N00074,T
06017d6394,nd1S06017,Left,nd1N00074,T
06017d6396,nd1S06017,Left,nd1N00074,T
06017d6397,nd1S06017,Left,nd1N00074,T
06017d6399,nd1S06017,Left,nd1N00074,T
06017d6400,nd1S06017,Left,nd1N00074,T
06017d6403,nd1S06017,Left,nd1N00074,T
06017d6406,nd1S06017,Left,nd1N00074,T
06017d6407,nd1S06017,Left,nd1N00074,T
06017d6408,nd1S06017,Left,nd1N00074,T
06017d6413,nd1S06017,Left,nd1N00074,T
06017d6414,nd1S06017,Left,nd1N00074,T
06017d6415,nd1S06017,Left,nd1N00074,T
06017d6416,nd1S06017,Left,nd1N00074,T
06017d6419,nd1S06017,Left,nd1N00074,T
06017d6422,nd1S06017,Left,nd1N00074,T
06017d6423,nd1S06017,Left,nd1N00074,T
06017d6425,nd1S06017,Left,nd1N00074,T
06017d6426,nd1S06017,Left,nd1N00074,T
06017d6427,nd1S06017,Left,nd1N00074,T
06017d6430,nd1S06017,Left,nd1N00074,T
06017d6431,nd1S06017,Left,nd1N00074,T
06017d6432,nd1S06017,Left,nd1N00074,T
06017d6433,nd1S06017,Left,nd1N00074,T
06017d6434,nd1S06017,Left,nd1N00074,T
06017d6435,nd1S06017,Left,nd1N00074,T
06017d6436,nd1S06017,Left,nd1N00074,T
06017d6440,nd1S06017,Left,nd1N00074,T
06017d6442,nd1S06017,Left,nd1N00074,T
06017d6446,nd1S06017,Left,nd1N00074,T
06017d6447,nd1S06017,Left,nd1N00074,T
06017d6449,nd1S06017,Left,nd1N00074,T
06017d6450,nd1S06017,Left,nd1N00074,T
06017d6451,nd1S06017,Left,nd1N00074,T
06017d6458,nd1S06017,Left,nd1N00074,T
06017d6459,nd1S06017,Left,nd1N00074,T
06017d6461,nd1S06017,Left,nd1N00074,T
06017d6463,nd1S06017,Left,nd1N00074,T
06017d6464,nd1S06017,Left,nd1N00074,T
06017d6465,nd1S06017,Left,nd1N00074,T
06017d6466,nd1S06017,Left,nd1N00074,T
06017d6467,nd1S06017,Left,nd1N00074,T
06017d6471,nd1S06017,Right,nd1N00074,T
06017d6472,nd1S06017,Right,nd1N00074,T
06017d6474,nd1S06017,Right,nd1N00074,T
06017d6478,nd1S06017,Right,nd1N00074,T
06017d6484,nd1S06017,Right,nd1N00074,T
06017d6485,nd1S06017,Right,nd1N00074,T
06017d6487,nd1S06017,Right,nd1N00074,T
06017d6488,nd1S06017,Right,nd1N00074,T
06017d6490,nd1S06017,Right,nd1N00074,T
06017d6491,nd1S06017,Right,nd1N00074,T
06017d6492,nd1S06017,Right,nd1N00074,T
06017d6493,nd1S06017,Right,nd1N00074,T
06017d6494,nd1S06017,Right,nd1N00074,T
06017d6496,nd1S06017,Right,nd1N00074,T
06017d6497,nd1S06017,Right,nd1N00074,T
06017d6501,nd1S06017,Right,nd1N00074,T
06017d6502,nd1S06017,Right,nd1N00074,T
06017d6506,nd1S06017,Right,nd1N00074,T
06017d6508,nd1S06017,Right,nd1N00074,T
06017d6509,nd1S06017,Right,nd1N00074,T
06017d6510,nd1S06017,Right,nd1N00074,T
06017d6511,nd1S06017,Right,nd1N00074,T
06017d6513,nd1S06017,Right,nd1N00074,T
06017d6515,nd1S06017,Right,nd1N00074,T
06017d6516,nd1S06017,Right,nd1N00074,T
06017d6517,nd1S06017,Right,nd1N00074,T
06017d6520,nd1S06017,Right,nd1N00074,T
06017d6521,nd1S06017,Right,nd1N00074,T
06017d6527,nd1S06017,Right,nd1N00074,T
06017d6528,nd1S06017,Right,nd1N00074,T
06017d6529,nd1S06017,Right,nd1N00074,T
06017d6531,nd1S06017,Right,nd1N00074,T
06017d6533,nd1S06017,Right,nd1N00074,T
06017d6535,nd1S06017,Right,nd1N00074,T
06017d6537,nd1S06017,Right,nd1N00074,T
06017d6538,nd1S06017,Right,nd1N00074,T
06017d6539,nd1S06017,Right,nd1N00074,T
06017d6540,nd1S06017,Right,nd1N00074,T
06017d6542,nd1S06017,Right,nd1N00074,T
06017d6543,nd1S06017,Right,nd1N00074,T
06017d6545,nd1S06017,Right,nd1N00074,T
06017d6547,nd1S06017,Right,nd1N00074,T
06017d6548,nd1S06017,Right,nd1N00074,T
06017d6550,nd1S06017,Right,nd1N00074,T
06017d6551,nd1S06017,Left,nd1N00074,T
06017d6552,nd1S06017,Left,nd1N00074,T
06017d6555,nd1S06017,Left,nd1N00074,T
06017d6557,nd1S06017,Left,nd1N00074,T
06017d6558,nd1S06017,Left,nd1N00074,T
06017d6559,nd1S06017,Left,nd1N00074,T
06017d6561,nd1S06017,Left,nd1N00074,T
06017d6562,nd1S06017,Left,nd1N00074,T
06017d6564,nd1S06017,Left,nd1N00074,T
06017d6565,nd1S06017,Left,nd1N00074,T
06017d6566,nd1S06017,Left,nd1N00074,T
06017d6567,nd1S06017,Left,nd1N00074,T
06017d6569,nd1S06017,Left,nd1N00074,T
06017d6570,nd1S06017,Left,nd1N00074,T
06017d6571,nd1S06017,Left,nd1N00074,T
06017d6575,nd1S06017,Left,nd1N00074,T
06017d6577,nd1S06017,Left,nd1N00074,T
06017d6578,nd1S06017,Left,nd1N00074,T
06017d6579,nd1S06017,Left,nd1N00074,T
06017d6580,nd1S06017,Left,nd1N00074,T
06017d6587,nd1S06017,Left,nd1N00074,T
06017d6589,nd1S06017,Left,nd1N00074,T
06017d6590,nd1S06017,Left,nd1N00074,T
06017d6591,nd1S06017,Left,nd1N00074,T
06017d6593,nd1S06017,Left,nd1N00074,T
06017d6594,nd1S06017,Left,nd1N00074,T
06017d6595,nd1S06017,Left,nd1N00074,T
06017d6599,nd1S06017,Left,nd1N00074,T
06017d6603,nd1S06017,Left,nd1N00074,T
06017d6604,nd1S06017,Left,nd1N00074,T
06017d6605,nd1S06017,Left,nd1N00074,T
06017d6607,nd1S06017,Left,nd1N00074,T
06017d6608,nd1S06017,Left,nd1N00074,T
06017d6609,nd1S06017,Left,nd1N00074,T
06017d6610,nd1S06017,Left,nd1N00074,T
06017d6613,nd1S06017,Left,nd1N00074,T
06017d6614,nd1S06017,Left,nd1N00074,T
06017d6615,nd1S06017,Left,nd1N00074,T
06017d6618,nd1S06017,Left,nd1N00074,T
06017d6620,nd1S06017,Left,nd1N00074,T
06017d6621,nd1S06017,Left,nd1N00074,T
06017d6625,nd1S06017,Left,nd1N00074,T
06017d6629,nd1S06017,Left,nd1N00074,T
06017d6630,nd1S06017,Left,nd1N00074,T
06017d6631,nd1S06017,Right,nd1N00074,T
06017d6636,nd1S06017,Right,nd1N00074,T
06017d6638,nd1S06017,Right,nd1N00074,T
06017d6639,nd1S06017,Right,nd1N00074,T
06017d6642,nd1S06017,Right,nd1N00074,T
06017d6643,nd1S06017,Right,nd1N00074,T
06017d6645,nd1S06017,Right,nd1N00074,T
06017d6646,nd1S06017,Right,nd1N00074,T
06017d6649,nd1S06017,Right,nd1N00074,T
06017d6650,nd1S06017,Right,nd1N00074,T
06017d6651,nd1S06017,Right,nd1N00074,T
06017d6653,nd1S06017,Right,nd1N00074,T
06017d6656,nd1S06017,Right,nd1N00074,T
06017d6657,nd1S06017,Right,nd1N00074,T
06017d6658,nd1S06017,Right,nd1N00074,T
06017d6659,nd1S06017,Right,nd1N00074,T
06017d6660,nd1S06017,Right,nd1N00074,T
06017d6662,nd1S06017,Right,nd1N00074,T
06017d6668,nd1S06017,Right,nd1N00074,T
06017d6669,nd1S06017,Right,nd1N00074,T
06017d6670,nd1S06017,Right,nd1N00074,T
06017d6671,nd1S06017,Right,nd1N00074,T
06017d6673,nd1S06017,Right,nd1N00074,T
06017d6675,nd1S06017,Right,nd1N00074,T
06017d6676,nd1S06017,Right,nd1N00074,T
06017d6678,nd1S06017,Right,nd1N00074,T
06017d6679,nd1S06017,Right,nd1N00074,T
06017d6680,nd1S06017,Right,nd1N00074,T
06017d6682,nd1S06017,Right,nd1N00074,T
06017d6683,nd1S06017,Right,nd1N00074,T
06017d6684,nd1S06017,Right,nd1N00074,T
06017d6687,nd1S06017,Right,nd1N00074,T
06017d6688,nd1S06017,Right,nd1N00074,T
06017d6689,nd1S06017,Right,nd1N00074,T
06017d6690,nd1S06017,Right,nd1N00074,T
06017d6691,nd1S06017,Right,nd1N00074,T
06017d6692,nd1S06017,Right,nd1N00074,T
06017d6695,nd1S06017,Right,nd1N00074,T
06017d6696,nd1S06017,Right,nd1N00074,T
06017d6699,nd1S06017,Right,nd1N00074,T
06017d6700,nd1S06017,Right,nd1N00074,T
06017d6701,nd1S06017,Right,nd1N00074,T
06017d6702,nd1S06017,Right,nd1N00074,T
06017d6703,nd1S06017,Right,nd1N00074,T
06017d6705,nd1S06017,Right,nd1N00074,T
06017d6706,nd1S06017,Right,nd1N00074,T
06017d6709,nd1S06017,Right,nd1N00074,T
06017d6713,nd1S06017,Left,nd1N00074,T
06017d6714,nd1S06017,Left,nd1N00074,T
06017d6717,nd1S06017,Left,nd1N00074,T
06017d6719,nd1S06017,Left,nd1N00074,T
06017d6720,nd1S06017,Left,nd1N00074,T
06017d6722,nd1S06017,Left,nd1N00074,T
06017d6723,nd1S06017,Left,nd1N00074,T
06017d6727,nd1S06017,Left,nd1N00074,T
06017d6729,nd1S06017,Left,nd1N00074,T
06017d6730,nd1S06017,Left,nd1N00074,T
06017d6731,nd1S06017,Left,nd1N00074,T
06017d6732,nd1S06017,Left,nd1N00074,T
06017d6736,nd1S06017,Left,nd1N00074,T
06017d6737,nd1S06017,Left,nd1N00074,T
06017d6738,nd1S06017,Left,nd1N00074,T
06017d6739,nd1S06017,Left,nd1N00074,T
06017d6741,nd1S06017,Left,nd1N00074,T
06017d6743,nd1S06017,Left,nd1N00074,T
06017d6744,nd1S06017,Left,nd1N00074,T
06017d6745,nd1S06017,Left,nd1N00074,T
06017d6747,nd1S06017,Left,nd1N00074,T
06017d6749,nd1S06017,Left,nd1N00074,T
06017d6753,nd1S06017,Left,nd1N00074,T
06017d6754,nd1S06017,Left,nd1N00074,T
06017d6756,nd1S06017,Left,nd1N00074,T
06017d6757,nd1S06017,Left,nd1N00074,T
06017d6758,nd1S06017,Left,nd1N00074,T
06017d6759,nd1S06017,Left,nd1N00074,T
06017d6760,nd1S06017,Left,nd1N00074,T
06017d6762,nd1S06017,Left,nd1N00074,T
06017d6763,nd1S06017,Left,nd1N00074,T
06017d6764,nd1S06017,Left,nd1N00074,T
06017d6765,nd1S06017,Left,nd1N00074,T
06017d6768,nd1S06017,Left,nd1N00074,T
06017d6769,nd1S06017,Left,nd1N00074,T
06017d6771,nd1S06017,Left,nd1N00074,T
06017d6773,nd1S06017,Left,nd1N00074,T
06017d6775,nd1S06017,Left,nd1N00074,T
06017d6780,nd1S06017,Left,nd1N00074,T
06017d6782,nd1S06017,Left,nd1N00074,T
06017d6783,nd1S06017,Left,nd1N00074,T
06017d6784,nd1S06017,Left,nd1N00074,T
06017d6785,nd1S06017,Left,nd1N00074,T
06017d6787,nd1S06017,Left,nd1N00074,T
06017d6788,nd1S06017,Left,nd1N00074,T
06017d6789,nd1S06017,Left,nd1N00074,T
06017d6790,nd1S06017,Left,nd1N00074,T
06017d6791,nd1S06017,Right,nd1N00074,T
06017d6793,nd1S06017,Right,nd1N00074,T
06017d6794,nd1S06017,Right,nd1N00074,T
06017d6795,nd1S06017,Right,nd1N00074,T
06017d6796,nd1S06017,Right,nd1N00074,T
06017d6798,nd1S06017,Right,nd1N00074,T
06017d6799,nd1S06017,Right,nd1N00074,T
06017d6800,nd1S06017,Right,nd1N00074,T
06017d6801,nd1S06017,Right,nd1N00074,T
06017d6802,nd1S06017,Right,nd1N00074,T
06017d6803,nd1S06017,Right,nd1N00074,T
06017d6804,nd1S06017,Right,nd1N00074,T
06017d6806,nd1S06017,Right,nd1N00074,T
06017d6808,nd1S06017,Right,nd1N00074,T
06017d6809,nd1S06017,Right,nd1N00074,T
06017d6811,nd1S06017,Right,nd1N00074,T
06017d6812,nd1S06017,Right,nd1N00074,T
06017d6814,nd1S06017,Right,nd1N00074,T
06017d6815,nd1S06017,Right,nd1N00074,T
06017d6817,nd1S06017,Right,nd1N00074,T
06017d6818,nd1S06017,Right,nd1N00074,T
06017d6819,nd1S06017,Right,nd1N00074,T
06017d6823,nd1S06017,Right,nd1N00074,T
06017d6824,nd1S06017,Right,nd1N00074,T
06017d6826,nd1S06017,Right,nd1N00074,T
06017d6827,nd1S06017,Right,nd1N00074,T
06017d6829,nd1S06017,Right,nd1N00074,T
06017d6830,nd1S06017,Right,nd1N00074,T
06017d6834,nd1S06017,Right,nd1N00074,T
06017d6835,nd1S06017,Right,nd1N00074,T
06017d6836,nd1S06017,Right,nd1N00074,T
06017d6838,nd1S06017,Right,nd1N00074,T
06017d6839,nd1S06017,Right,nd1N00074,T
06017d6840,nd1S06017,Right,nd1N00074,T
06017d6841,nd1S06017,Right,nd1N00074,T
06017d6842,nd1S06017,Right,nd1N00074,T
06017d6844,nd1S06017,Right,nd1N00074,T
06017d6847,nd1S06017,Right,nd1N00074,T
06017d6848,nd1S06017,Right,nd1N00074,T
06017d6849,nd1S06017,Right,nd1N00074,T
06017d6850,nd1S06017,Right,nd1N00074,T
06017d6851,nd1S06017,Right,nd1N00074,T
06017d6852,nd1S06017,Right,nd1N00074,T
06017d6853,nd1S06017,Right,nd1N00074,T
06017d6854,nd1S06017,Right,nd1N00074,T
06017d6856,nd1S06017,Right,nd1N00074,T
06017d6857,nd1S06017,Right,nd1N00074,T
06017d6858,nd1S06017,Right,nd1N00074,T
06017d6859,nd1S06017,Right,nd1N00074,T
06017d6861,nd1S06017,Right,nd1N00074,T
06017d6862,nd1S06017,Right,nd1N00074,T
06017d6864,nd1S06017,Right,nd1N00074,T
06017d6866,nd1S06017,Right,nd1N00074,T
06017d6867,nd1S06017,Right,nd1N00074,T
06017d6868,nd1S06017,Right,nd1N00074,T
06017d6871,nd1S06017,Left,nd1N00074,T
06017d6872,nd1S06017,Left,nd1N00074,T
06017d6873,nd1S06017,Left,nd1N00074,T
06017d6874,nd1S06017,Left,nd1N00074,T
06017d6876,nd1S06017,Left,nd1N00074,T
06017d6878,nd1S06017,Left,nd1N00074,T
06017d6879,nd1S06017,Right,nd1N00074,T
06017d6880,nd1S06017,Right,nd1N00074,T
06017d6881,nd1S06017,Right,nd1N00074,T
06017d6882,nd1S06017,Right,nd1N00074,T
06017d6883,nd1S06017,Right,nd1N00074,T
06017d6884,nd1S06017,Right,nd1N00074,T
06017d6886,nd1S06017,Right,nd1N00074,T
06017d6888,nd1S06017,Right,nd1N00074,T
06017d6890,nd1S06017,Right,nd1N00074,T
06017d6893,nd1S06017,Right,nd1N00074,T
06017d6896,nd1S06017,Right,nd1N00074,T
06017d6900,nd1S06017,Right,nd1N00074,T
06017d6901,nd1S06017,Right,nd1N00074,T
06017d6903,nd1S06017,Right,nd1N00074,T
06017d6904,nd1S06017,Right,nd1N00074,T
06017d6905,nd1S06017,Right,nd1N00074,T
06017d6906,nd1S06017,Right,nd1N00074,T
06017d6907,nd1S06017,Right,nd1N00074,T
06017d6908,nd1S06017,Right,nd1N00074,T
06017d6909,nd1S06017,Right,nd1N00074,T
06017d6910,nd1S06017,Right,nd1N00074,T
06017d6911,nd1S06017,Right,nd1N00074,T
06017d6913,nd1S06017,Right,nd1N00074,T
06017d6915,nd1S06017,Right,nd1N00074,T
06017d6916,nd1S06017,Right,nd1N00074,T
06017d6918,nd1S06017,Right,nd1N00074,T
06017d6920,nd1S06017,Right,nd1N00074,T
06017d6922,nd1S06017,Right,nd1N00074,T
06017d6923,nd1S06017,Right,nd1N00074,T
06017d6924,nd1S06017,Right,nd1N00074,T
06017d6929,nd1S06017,Right,nd1N00074,T
06017d6930,nd1S06017,Right,nd1N00074,T
06017d6931,nd1S06017,Right,nd1N00074,T
06017d6932,nd1S06017,Right,nd1N00074,T
06017d6933,nd1S06017,Right,nd1N00074,T
06017d6934,nd1S06017,Right,nd1N00074,T
06017d6935,nd1S06017,Right,nd1N00074,T
06017d6937,nd1S06017,Right,nd1N00074,T
06017d6938,nd1S06017,Right,nd1N00074,T
06017d6939,nd1S06017,Right,nd1N00074,T
06017d6941,nd1S06017,Right,nd1N00074,T
06017d6942,nd1S06017,Right,nd1N00074,T
06017d6943,nd1S06017,Right,nd1N00074,T
06017d6947,nd1S06017,Right,nd1N00074,T
06017d6951,nd1S06017,Right,nd1N00074,T
06017d6954,nd1S06017,Right,nd1N00074,T
06017d6959,nd1S06017,Left,nd1N00074,T
06017d6961,nd1S06017,Left,nd1N00074,T
06017d6964,nd1S06017,Left,nd1N00074,T
06017d6965,nd1S06017,Left,nd1N00074,T
06017d6968,nd1S06017,Left,nd1N00074,T
06017d6972,nd1S06017,Left,nd1N00074,T
06017d6979,nd1S06017,Left,nd1N00074,T
06017d6982,nd1S06017,Left,nd1N00074,T
06017d6983,nd1S06017,Left,nd1N00074,T
06017d6984,nd1S06017,Left,nd1N00074,T
06017d6989,nd1S06017,Left,nd1N00074,T
06017d6990,nd1S06017,Left,nd1N00074,T
06017d6991,nd1S06017,Left,nd1N00074,T
06017d6992,nd1S06017,Left,nd1N00074,T
06017d6993,nd1S06017,Left,nd1N00074,T
06017d6994,nd1S06017,Left,nd1N00074,T
06017d6996,nd1S06017,Left,nd1N00074,T
06017d6997,nd1S06017,Left,nd1N00074,T
06017d7001,nd1S06017,Left,nd1N00074,T
06017d7002,nd1S06017,Left,nd1N00074,T
06017d7004,nd1S06017,Left,nd1N00074,T
06017d7005,nd1S06017,Left,nd1N00074,T
06017d7006,nd1S06017,Left,nd1N00074,T
06017d7007,nd1S06017,Left,nd1N00074,T
06017d7008,nd1S06017,Left,nd1N00074,T
06017d7010,nd1S06017,Left,nd1N00074,T
06017d7011,nd1S06017,Left,nd1N00074,T
06017d7012,nd1S06017,Left,nd1N00074,T
06017d7013,nd1S06017,Left,nd1N00074,T
06017d7014,nd1S06017,Left,nd1N00074,T
06017d7017,nd1S06017,Left,nd1N00074,T
06017d7018,nd1S06017,Left,nd1N00074,T
06017d7020,nd1S06017,Left,nd1N00074,T
06017d7021,nd1S06017,Left,nd1N00074,T
06017d7025,nd1S06017,Left,nd1N00074,T
06017d7026,nd1S06017,Left,nd1N00074,T
06017d7028,nd1S06017,Left,nd1N00074,T
06017d7029,nd1S06017,Left,nd1N00074,T
06017d7030,nd1S06017,Left,nd1N00074,T
06017d7031,nd1S06017,Left,nd1N00074,T
06017d7033,nd1S06017,Left,nd1N00074,T
06017d7034,nd1S06017,Left,nd1N00074,T
06017d7035,nd1S06017,Left,nd1N00074,T
06017d7036,nd1S06017,Left,nd1N00074,T
06017d7037,nd1S06017,Left,nd1N00074,T
06017d7042,nd1S06017,Right,nd1N00074,T
06017d7045,nd1S06017,Right,nd1N00074,T
06017d7046,nd1S06017,Right,nd1N00074,T
06017d7047,nd1S06017,Right,nd1N00074,T
06017d7051,nd1S06017,Right,nd1N00074,T
06017d7055,nd1S06017,Right,nd1N00074,T
06017d7056,nd1S06017,Right,nd1N00074,T
06017d7057,nd1S06017,Right,nd1N00074,T
06017d7059,nd1S06017,Right,nd1N00074,T
06017d7060,nd1S06017,Right,nd1N00074,T
06017d7061,nd1S06017,Right,nd1N00074,T
06017d7062,nd1S06017,Right,nd1N00074,T
06017d7066,nd1S06017,Right,nd1N00074,T
06017d7070,nd1S06017,Right,nd1N00074,T
06017d7071,nd1S06017,Right,nd1N00074,T
06017d7072,nd1S06017,Right,nd1N00074,T
06017d7073,nd1S06017,Right,nd1N00074,T
06017d7074,nd1S06017,Right,nd1N00074,T
06017d7075,nd1S06017,Right,nd1N00074,T
06017d7077,nd1S06017,Right,nd1N00074,T
06017d7079,nd1S06017,Right,nd1N00074,T
06017d7081,nd1S06017,Right,nd1N00074,T
06017d7082,nd1S06017,Right,nd1N00074,T
06017d7084,nd1S06017,Right,nd1N00074,T
06017d7088,nd1S06017,Right,nd1N00074,T
06017d7089,nd1S06017,Right,nd1N00074,T
06017d7091,nd1S06017,Right,nd1N00074,T
06017d7092,nd1S06017,Right,nd1N00074,T
06017d7093,nd1S06017,Right,nd1N00074,T
06017d7094,nd1S06017,Right,nd1N00074,T
06017d7097,nd1S06017,Right,nd1N00074,T
06017d7098,nd1S06017,Right,nd1N00074,T
06017d7101,nd1S06017,Right,nd1N00074,T
06017d7104,nd1S06017,Right,nd1N00074,T
06017d7106,nd1S06017,Right,nd1N00074,T
06017d7107,nd1S06017,Right,nd1N00074,T
06017d7108,nd1S06017,Right,nd1N00074,T
06017d7109,nd1S06017,Right,nd1N00074,T
06017d7111,nd1S06017,Right,nd1N00074,T
06017d7112,nd1S06017,Right,nd1N00074,T
06017d7113,nd1S06017,Right,nd1N00074,T
06017d7115,nd1S06017,Right,nd1N00074,T
06017d7116,nd1S06017,Right,nd1N00074,T
06017d7117,nd1S06017,Right,nd1N00074,T
06017d7118,nd1S06017,Right,nd1N00074,T
06017d7119,nd1S06017,Left,nd1N00074,T
06017d7123,nd1S06017,Left,nd1N00074,T
06017d7125,nd1S06017,Left,nd1N00074,T
06017d7129,nd1S06017,Left,nd1N00074,T
06017d7135,nd1S06017,Left,nd1N00074,T
06017d7137,nd1S06017,Left,nd1N00074,T
06017d7139,nd1S06017,Left,nd1N00074,T
06017d7143,nd1S06017,Left,nd1N00074,T
06017d7146,nd1S06017,Left,nd1N00074,T
06017d7147,nd1S06017,Left,nd1N00074,T
06017d7148,nd1S06017,Left,nd1N00074,T
06017d7149,nd1S06017,Left,nd1N00074,T
06017d7150,nd1S06017,Left,nd1N00074,T
06017d7156,nd1S06017,Left,nd1N00074,T
06017d7158,nd1S06017,Left,nd1N00074,T
06017d7159,nd1S06017,Left,nd1N00074,T
06017d7163,nd1S06017,Left,nd1N00074,T
06017d7165,nd1S06017,Left,nd1N00074,T
06017d7166,nd1S06017,Left,nd1N00074,T
06017d7168,nd1S06017,Left,nd1N00074,T
06017d7170,nd1S06017,Left,nd1N00074,T
06017d7172,nd1S06017,Left,nd1N00074,T
06017d7174,nd1S06017,Left,nd1N00074,T
06017d7175,nd1S06017,Left,nd1N00074,T
06017d7176,nd1S06017,Left,nd1N00074,T
06017d7177,nd1S06017,Left,nd1N00074,T
06017d7180,nd1S06017,Left,nd1N00074,T
06017d7184,nd1S06017,Left,nd1N00074,T
06017d7185,nd1S06017,Left,nd1N00074,T
06017d7187,nd1S06017,Left,nd1N00074,T
06017d7189,nd1S06017,Left,nd1N00074,T
06017d7190,nd1S06017,Left,nd1N00074,T
06017d7192,nd1S06017,Left,nd1N00074,T
06017d7194,nd1S06017,Left,nd1N00074,T
06017d7195,nd1S06017,Left,nd1N00074,T
06017d7197,nd1S06017,Left,nd1N00074,T
06017d7439,nd1S06017,Right,nd1N00074,T
06017d7440,nd1S06017,Right,nd1N00074,T
06017d7441,nd1S06017,Right,nd1N00074,T
06017d7442,nd1S06017,Right,nd1N00074,T
06017d7443,nd1S06017,Right,nd1N00074,T
06017d7444,nd1S06017,Right,nd1N00074,T
06017d7446,nd1S06017,Right,nd1N00074,T
06017d7447,nd1S06017,Right,nd1N00074,T
06017d7448,nd1S06017,Right,nd1N00074,T
